Province,Title,Rating,Price,Address,Phone,Link,Service,Image
Tây Ninh,Quán Bánh Canh - Bánh Tráng Trảng Bàng Ba Trường,4.8,"₫1–100,000","192 Nguyễn Chí Thanh, Phường 3, Tây Ninh, 70000, Vietnam",+84 909 595 782,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN_BoTtwzgpCJHf4ExRxRQSqHGBObTn8f5pPoB8=w122-h92-k-no
Tây Ninh,Ẩm thực sinh thái Phước Lạc Duyên,3.8,"₫1–100,000","482 Điện Biên Phủ, Hiệp Ninh, Tây Ninh, Vietnam",+84 912 150 552,http://facebook.com/@thuanchayphuoclacduyen,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPs3ArJs_mIee1dQHupVQABaZQktloMbQcKSTD5=w122-h92-k-no
Tây Ninh,SalaTayninh Restaurant,4.6,,"141 Đường Lộ, Chánh Môn A, Phường 4, Tây Ninh, Vietnam",+84 913 955 583,http://salatani.vn/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPmnGl2SVbBYcxR3KN2SY9n8sOkniPwkh6z5sk6=w132-h92-k-no
Tây Ninh,Ẩm thực Nhà Lá,4.5,,"85F9+2X5, Bàu Năng, Dương Minh Châu, Tây Ninh, Vietnam",+84 828 785 785,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPLvlxGJzRp5VOgC8OA3oEvxvOZJW7R75ep-riu=w122-h92-k-no
Tây Ninh,Bò Tây Ninh - Nón Lá,4.1,,"255 Nguyễn Chí Thanh, Phường 3, Tây Ninh, 80000, Vietnam",+84 837 452 333,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOdeZIHeA7Zo259ypOw32jDSB4MQkI11QfXXjq2=w138-h92-k-no
Tây Ninh,Gà nướng Nhà Sàn,4,,"Trường Chinh, Ninh lợi, Tây Ninh, Vietnam",+84 988 414 882,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNWkTGxzRPItsv5hd9eDJV6ZquEtOT87HoeHDfr=w80-h106-k-no
Tây Ninh,Hải Sản Lưới Biển- Long Quân seafood,4,,"Số 10 Nguyễn Văn Bạch, Phường 3, Tây Ninh, 84000, Vietnam",+84 971 625 757,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMk8IT76OaieHb1bqvvqgw0bcheZ6Rim043FVio=w122-h92-k-no
Tây Ninh,Nhà hàng Cơm Niêu 242,4.3,,"426 Đường 30 tháng 4, Khu phố 1, Tây Ninh, Vietnam",+84 982 171 721,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPcCj1F6pJVsH6EYbjEBaVM8xZSq1Ap2hTbJarV=w163-h92-k-no
Thái Bình,Ăn Đêm Thái Bình,4.8,,"C8XV+FP8, P. Hai Bà Trưng, P. Lê Hồng, Vũ Thư, Thái Bình, Vietnam",+84 375 193 789,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN4puzxjwDpvR1Ama2z6_1VQ6h8pep48bj_NyCn=w92-h92-k-no
Thái Bình,Nhà hàng các món ăn dân tộc Xuân Định,4.5,,"C8VP+V69, P. Đề Thám, Thái Bình, Vietnam",+84 227 3835 236,http://xuandinh.ekipvn.com/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNewwUhjnjpgXu4Zr0GYJXm2YN70cYVTPvWf-3q=w92-h92-k-no
Thái Bình,Lẩu Nấm Hoàng Phố - TP. Thái Bình,4.2,,"680 Lê Thánh Tông, Trần Hưng, Thái Bình, Vietnam",+84 918 968 558,http://launamhoangpho.vn/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO1aHr_UqmcTvDNI2YuUMkK3uGfT3VGWh9IPLhe=w122-h92-k-no
Thái Bình,Ốc Thanh - Thái Bình - Ốc & Hải Sản,5,,"Sân Bóng Chùa Tiền, P. Quan Trung, Thái Bình, Vietnam",+84 981 993 158,,"[['Curbside pickup', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMpeiS0Lx8Vmplh5wgq3BaEqPKAbjRMKfZtZAMm=w80-h106-k-no
Thái Bình,Ngọc Thạch Quán,4.4,"₫1–100,000","121 Dốc Đen, Trần Lâm, Thái Bình, Vietnam",+84 362 943 456,http://facebook.com/ngocthachquanthaibinh,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMAUH8SuSVtPn9xOTrqM3_dFP3UDSxDzw2ofxb1=w122-h92-k-no
Thái Bình,Nhà Hàng Đức Long,4.3,$$,"311 Lý Thái Tổ, P. Đề Thám, Thái Bình, Vietnam",+84 915 939 551,https://www.facebook.com/Nh%C3%A0-H%C3%A0ng-%C4%90%E1%BB%A9c-Long-Tp-Th%C3%A1i-B%C3%ACnh-664570713566724/,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNgzllK3ipV4LmK5jyYt1KqDYiPNhateZqjtI_j=w163-h92-k-no
Thái Bình,Sâu nướng thái bình,3.2,,"133-135 Trần Phú, Trần Hưng, Thái Bình, 410000, Vietnam",+84 948 682 363,https://m.facebook.com/saunuongquan/,[['Dine-in']],https://lh5.googleusercontent.com/p/AF1QipP1cmBamb5RbNZtgtGNqxFl6Tc5lICUFun2DZ9h=w163-h92-k-no
Thái Bình,Quán Cá Thái Bình,4,$$,"12 Trần Phú, Trần Hưng, Thái Bình, Vietnam",+84 227 3834 747,https://quancathaibinh.vn/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO_jIINYmsxzaZJu3nl9SIH6wBrPjjPnSxEtNs=w163-h92-k-no
Thái Bình,Nhà hàng cây me,4,,"C8PW+G36, Trần Lâm, Thái Bình, Vietnam",+84 936 988 909,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPO0vdK3QtUMKLC3z3IbInUL9sob1AS5w-puqhk=w122-h92-k-no
Thái Bình,Nhà Hàng Trung Kiên - Lẩu Cá Thuyền Chài,4.3,,"Chân, Cầu Đen Phan Bá Vành, Thái Bình, Vietnam",+84 913 845 369,https://www.facebook.com/BuiNgattptb,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPfOHSKZEwLZBZf2TirQNeFBxYNrBjtdImmDcGW=w163-h92-k-no
Thái Bình,Nhà Hàng Đại Dương,4.3,$$,"431 Đ. Đinh Tiên Hoàng, P. Kỳ Bá, Thái Bình, Vietnam",+84 987 487 708,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMO8PdERZ0VF4KF4my-Rdd-Glk2SddYoD8Lhbnc=w194-h92-k-no
Thái Bình,Nhà Hàng Hải Đăng,3.8,$$,"C8QX+3JW, Đ. Nguyễn Văn Năng, Trần Lâm, Thái Bình, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPCoV3pQLSn-smj1KRtH7ZmAXJbaOxdE3pBGa1Y=w122-h92-k-no
Thái Bình,Ăn vặt Liên Lùn-Tp Thái Bình,5,,"230 Lê Đại Hành, P. Kỳ Bá, Thái Bình, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPCoV3pQLSn-smj1KRtH7ZmAXJbaOxdE3pBGa1Y=w122-h92-k-no
Thái Bình,Quán Ăn Đêm 80 Hai Bà Trưng,4,$$,"80 phố P. Hai Bà Trưng, P. Lê Hồng, Thái Bình, Vietnam",+84 986 758 859,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNwCdNvu7AzIXTEFjPe5EknY0qBP1CnLM1vBUhA=w80-h106-k-no
Thái Bình,NHÀ HÀNG SEN VÀNG THÁI BÌNH - NHÀ HÀNG NGON CHẤT LƯỢNG,4.2,,"Số 26 Đường Ngô Quyền, P. Kỳ Bá, Thái Bình, 410000, Vietnam",+84 936 148 232,https://www.facebook.com/BuffetSenVangThaiBinh/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPXHLgH8-u6g9Z8PY4lolw3YbRQxdI38G7eqMsq=w122-h92-k-no
Thái Bình,Canh cá Khanh Béo,4,"₫1–100,000","C8QJ+9XQ, Ng. Thì Nhậm, P. Quan Trung, Thái Bình, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPOGwfPyiXw57XUj1d-rR4DYbfzCiY87_VKW7KB=w163-h92-k-no
Thái Bình,Quán Ốc Ba Miền,4.1,,"51 Phố Nguyễn Thái Học, P. Đề Thám, Thái Bình, Vietnam",,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOkfjqM2VFbbKV98SPIzG2VYWFuAHZKUwCoAYeC=w194-h92-k-no
Thái Bình,Dịa chỉ Ăn uống,5,,"FGQ3+Q54, Quán ăn sáng, Bia Hơi, Thái Thuần, Thái Thụy, Thái Bình, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOkfjqM2VFbbKV98SPIzG2VYWFuAHZKUwCoAYeC=w194-h92-k-no
Thái Bình,Nhà Hàng Quang Thọ,4.1,,"210 Võ Nguyên Giáp, Hoàn Diệu, Thái Bình, Vietnam",+84 912 262 019,https://www.facebook.com/profile.php?id=100016741061315&mibextid=kFxxJD,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPvM2zXfcActVmXaqNzw6zcCz-GO2z7q_yY6Y7Y=w163-h92-k-no
Thái Bình,Quán Xôi Bà Cẩm,3.8,,"21 Hoàng Hoa Thám, P. Đề Thám, Thái Bình, Vietnam",+84 914 641 105,,[['Takeout']],https://lh5.googleusercontent.com/p/AF1QipPC-xuzuGNNL2fH7nb34E7EvAQqCVfMJAfaYt4f=w122-h92-k-no
Thái Nguyên,Nhà hàng Đặng Thái Gia - Đặc sản Phú Yên,4.3,,"333 Phan Đình Phùng, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 988 768 777,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN1b4Zi4GqyyI1NwmVVYEzCKg88iedJc4VJyeaj=w163-h92-k-no
Thái Nguyên,Siamese - Tiệm ăn Thái Lan,4.9,,"JR4V+62, Đồng Bẩm, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 862 322 622,https://www.facebook.com/profile.php?id=100094941073630&mibextid=LQQJ4d,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNdN2MSc00NqyT5aMURnFqPP0Ndqu7nbLUCHQqj=w115-h92-k-no
Thái Nguyên,Kế Ngon Quán,3.7,,"136 Đường Hoàng Văn Thụ, Phan Đình Phùng, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 985 024 166,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN24p74jaCKtcBlM4dh4VbLSfxCCSLYWJWBJ5JJ=w92-h92-k-no
Thái Nguyên,Thái Nguyên Xanh Buffet,4.3,,"26 Phan Bội Châu, Phan Đình Phùng, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 327 262 626,https://www.facebook.com/thainguyenxanh.tnx/,[None],https://lh5.googleusercontent.com/p/AF1QipNKW0HC71vsdsbRR6SJB26Iv1KEYznK0Yhbn2Z7=w122-h92-k-no
Thái Nguyên,Vũ Hạnh Quán,4.2,"₫1–100,000","61 Hoàng Hoa Thám, Hàng Văn Thụ0, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 972 321 479,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPuk16htkZkkyRfeszBQEEv2DmGXyD-3ZgFlRSB=w122-h92-k-no
Thái Nguyên,MÓN NGON BẢN THÁI,3.7,,"132 Phù Liễn, Hàng Văn Thụ0, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 984 161 191,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNGBlmA32YXmIKz1_gsosozdxwN7p4oOen5opuf=w163-h92-k-no
Thái Nguyên,Thai Kitchen ครัวไทย,4.5,,"182 Đường Bắc Sơn, Hàng Văn Thụ0, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 589 996 998,https://www.facebook.com/thai.kitchenTN,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMqZHrxISOPFwu16iwHe6wqa5VXM4SPC-cJ68Ds=w90-h92-k-no
Thái Nguyên,Nhà hàng sao bắc,4.3,,"219 Đ. Minh Cầu, Phan Đình Phùng, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 975 126 099,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO-kub0mMpXyKPMbxPv2Q23ubgGLRLt-R-jMYJN=w122-h92-k-no
Thái Nguyên,Dân Tộc Quán,4.1,,"HR95+MW3, Khu dân cư số 6, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 975 383 828,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOLHrDF7FHL4YYra8q0Z-2OhWLUv-7fwKin6NTN=w163-h92-k-no
Thái Nguyên,Cao Quán - Ốc Xào Cay,4,"₫1–100,000","21 Đường Lương Thế Vinh, Quang Trung, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMA63QXnwBR_Q3RXrNSnheFEdW6BenpqXUYENhA=w163-h92-k-no
Thái Nguyên,Nhà hàng Chợ Hải Sản,3.9,,"HRVG+94R, Hàng Văn Thụ0, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 904 742 222,,"[['Delivery', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM-fssOAg0_yfvdf4wh4O-1fMbdltOvgABNOvva=w189-h92-k-no
Thái Nguyên,Đường Tàu Quán,3.9,,"41 Tổ 1, Đồng Quang, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 777 521 333,https://www.facebook.com/quannuongso1thainguyen,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOMP6vbJVJie9t-lK7D_1a_CnCXjqMVuKO53RiO=w122-h92-k-no
Thái Nguyên,Bánh Đa Cá Rô Bà Minh,4.3,$$,"HRRQ+GQ4, Phan Đình Phùng, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 974 193 535,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPIvlX6_YbgEP-nCUgj2D_h9HFJx_jtLldfG5mO=w92-h92-k-no
Thái Nguyên,Xưa Quán - Ẩm thực dân gian Thái Nguyên,4,,"Unnamed Road, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipP3pmPPkqEzNn2KGw1rHcl_LU0ZVvkqj1BCn54=w80-h106-k-no
Thái Nguyên,"Quán Ngon Bắc Sơn, Cơm Niêu Singapoer",4,"₫1–100,000","HRWG+3W2, Đường Bắc Sơn, Hàng Văn Thụ0, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 915 405 789,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOU6TpXb4FgN26hzpmQys3wM0OwkJZutlneLeHO=w122-h92-k-no
Thái Nguyên,Nhà Hàng Thái Việt,4.1,,"SN99, Phố, Nguyễn Công Hoan, Đồng Quang, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 208 3822 222,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO1z3HJQi9bCkepBaFbJZObONIHVtB_SSDvtRD7=w194-h92-k-no
Thái Nguyên,BanhmeeNgon-Grill&Chill,4.4,,"45b Đường Hoàng Văn Thụ, Phan Đình Phùng, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 915 536 836,https://www.facebook.com/BanhMee.Ngon/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNQYBGxHWjOg90h1xtPfciDgh9ZefzYW_RGPbrf=w122-h92-k-no
Thái Nguyên,Lẩu nấm Tứ Quý,4.2,,"Khu dân cư số 10, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 913 852 496,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM62ZCZzru5GFvIxEjfOq_7KDWKWeprgRgjgBIX=w122-h92-k-no
Thái Nguyên,Bún Cố Đô - Đặc sản Huế,4.3,"₫1–100,000","Đường Bắc Sơn, Hàng Văn Thụ0, Thành phố Thái Nguyên, Thái Nguyên 250000, Vietnam",+84 918 078 995,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPNGDDncoznkpaeokhOFi70GrX4xCYmFt02UVD4=w122-h92-k-no
Thái Nguyên,Chan Tam vegetarian restaurant,4.3,,"128 Phù Liễn, Hàng Văn Thụ0, Thành phố Thái Nguyên, Thái Nguyên, Vietnam",+84 965 107 188,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMymoDxQ5BeMjhKON7wGu46qMQCsHwUkF2cxnY0=w80-h114-k-no
Thanh Hóa,Nhà hàng S-Việt - Đặc sản Dê núi - Chim to dần,4.7,,"19 Hoàng Hoa Thám, KĐT, Thanh Hóa, 450000, Vietnam",+84 936 281 899,https://www.facebook.com/Nhahangthitdethanhhoa,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMIoxt3sXk0pnDDGZhy4A0l62OFYcxvPIBIvLYR=w120-h92-k-no
Thanh Hóa,Bảy Xoài Quán,4.9,,"42 Lê Dụ Tông, Đông Vệ, Thanh Hóa, Vietnam",+84 949 278 111,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNeeOfx2sbrIPjW7x_Ddtl28C9AJbwZheOUABkT=w110-h92-k-no
Thanh Hóa,"Trạm Lẩu Nướng, Lòng Ngon Nam Em",4.9,,"RQ4Q+J5V, Đông Hưng, Thanh Hóa, 42000, Vietnam",+84 922 228 915,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMN4iiwmN-b-yaYbTwlFr0HFIZ4gZkqqK0C_KU=w80-h92-k-no
Thanh Hóa,Salut food & drink món ngon Hồng Đức,5,,"565 Đ. Quang Trung, P. Tân Sơn, Thanh Hóa, 410000, Vietnam",,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMN4iiwmN-b-yaYbTwlFr0HFIZ4gZkqqK0C_KU=w80-h92-k-no
Thanh Hóa,Nhà hàng CAO SƠN Tửu Lầu,4.9,,"P. Ngọc Trang, Thanh Hóa, Vietnam",+84 869 333 119,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNjv_J34QqdIQ2gown6WXd2p_xkVPQ3OGaaB6pK=w91-h92-k-no
Thanh Hóa,Nhà Hàng Ngọc Dê 245 Bà Triệu,4.4,,"245 Đ. Bà Triệu, P. Hàm Rồng, Thanh Hóa, 441280, Vietnam",+84 849 085 555,,"[['No-contact delivery', 'Delivery', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMlbtsyJ7xXkALJoVuIr6p6bNQTCER6N5OCZjb1=w122-h92-k-no
Thanh Hóa,Linh Béo - Bánh tráng thịt heo,4.1,"₫1–100,000","286 P. Trường Thi, P. Lam Sơn, Thanh Hóa, Vietnam",,https://www.facebook.com/banhtranglinhbeo/,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNj7PKnCuwVDeAJar8R-v8I8aMEA0j1ORf126dW=w122-h92-k-no
Thanh Hóa,ĐÀ THÀNH QUÁN,4.8,"₫1–100,000","47 Cù Chính Lan, P. Lam Sơn, Thanh Hóa, Vietnam",+84 865 576 556,https://www.facebook.com/profile.php?id=61551436913945&mibextid=LQQJ4d,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMHCX3nesFhirwmGbt5FCqUmimekZi7n1zZOwBw=w111-h92-k-no
Thanh Hóa,Ăn vặt cô Dzung,4.7,,"Công ty Than, Kiot 05 Nguyễn Văn Trỗi, P. Ngọc Trạo, Thanh Hóa, Vietnam",+84 357 102 427,https://m.facebook.com/profile.php?id=100027894730906&fref=nf,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipP5HnI49bKQBKCiG0qVTp1dOSTyBoc2EqluHeIN=w80-h106-k-no
Thanh Hóa,Chả Tôm Thảo Mười (14 Nhà Thờ),4,"₫1–100,000","14 Nhà Thờ, P. Trường Thi, Thanh Hóa, Vietnam",+84 975 693 904,https://www.foody.vn/thanh-hoa/thao-muoi-cha-tom,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNkHJh9Xh-dx3cGTrh4clCan1Vtl_wTRIMBmJo_=w122-h92-k-no
Thanh Hóa,Nhà Hàng Thắm Hùng,4,,"62 Hàng Đồng, P. Điện Biên, Thanh Hóa, Vietnam",+84 985 577 994,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNPNqpDc4TDGOSQyScvXsi2mLkkuPLYfTmBVNE=w122-h92-k-no
Thanh Hóa,Quán Đặc Sản Dê Nhất Ly,5,,"121 Đội Cung, P. Lam Sơn, Thanh Hóa, Vietnam",+84 237 3501 097,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNPNqpDc4TDGOSQyScvXsi2mLkkuPLYfTmBVNE=w122-h92-k-no
Thanh Hóa,Ốc 13 Bến Ngự,3.9,"₫1–100,000","13 Bến Ngự, P. Lam Sơn, Thanh Hóa, 440000, Vietnam",,https://www.facebook.com/oc13benngu,[None],https://lh5.googleusercontent.com/p/AF1QipM2hzeSNPG5KsOoQLJsYB9KsXey68jWNIYjDzfY=w122-h92-k-no
Thanh Hóa,Súp lươn - miến lươn - bánh cuốn - miến xào giòn 219 trường thi,3.5,"₫1–100,000","219 P. Trường Thi, P. Điện Biên, Thanh Hóa, Vietnam",+84 559 494 368,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPSO8c9VzRSQCzMxqPRetSPRYD-gom1CVd64684=w163-h92-k-no
Thanh Hóa,Huong Cang restautrant,4.2,$$,"54-56 Nguyễn Công Trứ, Đông Sơn, Thanh Hóa, Vietnam",+84 978 146 655,https://m.facebook.com/lauhoithanhhoa/reviews/?mt_nav=1,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipONC_-60NaBibTPYCksbfaBLueIyDnhhSxycoOB=w122-h92-k-no
Thanh Hóa,Quán Ăn Đêm,4.2,,"112 Hải Thượng Lãn Ông, P. Tân Sơn, Thanh Hóa, Vietnam",,,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMQT7vnVRgGt9J6AXcDs7g6NA2FmyXkfQWX2Hld=w163-h92-k-no
Thanh Hóa,Nem Chua Cây Đa,3.8,,"326 P. Trường Thi, P. Điện Biên, Thanh Hóa, Vietnam",+84 237 3686 888,http://nemcayda.com/,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOfzsKDd6APlCYsI_N3R5hAwUHugrVgp8fEQ9Dy=w80-h106-k-no
Thanh Hóa,74 Quán Giò,4.6,,"116A Đường Quán Giò, P. Đông Thọ, Thanh Hóa, Vietnam",+84 946 603 288,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN8dWxWTYFTHUyqp7qeuSSmWaaZgHM_Suq30jSf=w80-h106-k-no
Thanh Hóa,Sun buffet : Hải sản & Dimsum,4.9,,"Tầng 3-Toà nhà Thành Trung plaza, 490 Đại lộ Lê Lợi, Thanh Hóa, 40000, Vietnam",+84 826 635 555,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNSH1rgm3hZ_4ZjPEXLi4hVn5RrssqQNHYTfUcK=w122-h92-k-no
Thanh Hóa,Nhà hàng ngon Thanh Hóa Dinoco,5,,"52 Lương Hữu Khánh, P. Tân Sơn, Thanh Hóa, Vietnam",+84 847 166 111,https://www.facebook.com/thanhhoanhahangquananngonre,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMek6AartjfMhM5iYOV2CSzqao2FJlfw5Zdh6ZV=w123-h92-k-no
Thừa Thiên Huế,ĐẶC SẢN DÊ - Thường Dân Quán - Quán dê ngon ở huế,4.8,,"35 Đ. Ông Ích Khiêm, Thuận Hoà, Huế, Thành phố Huế 49121, Vietnam",+84 889 980 935,https://nguoixuhue.com/o-hue-co-mot-quan-rat-ta-nhung-khach-tay-rat-me.html/,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRu5Yfkct6BeE90vDnJCnlchTft3bkt4ZjBgA&s
Thừa Thiên Huế,Đặc Sản Dê Vân Dương Quán,4.2,,"113 Nguyễn Lộ Trạch, Xuân Phú, Huế, Thành phố Huế, Vietnam",+84 762 615 548,https://www.foody.vn/hue/van-duong-quan-de-7-mon,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSi3rIhV8UCx4r8OGmLgoWDegrrUe0-y59QVQ&s
