province,title,rating,description,address,img,types,Link,
Thanh Hóa,Khu vui ch?i Doremon,,Profile for KHU VUI CH?I Doremon,"RRJ3+869, Ho?ng Long, Thanh Hóa, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=104909831063775,['?i?m thu hút khách du l?ch'],https://www.facebook.com/TAMPHUCDIEP/,
Thanh Hóa,Khu vui ch?i Tài Hoa,3.4,?? Vui ch?i th? ga ?? Ti?t... - Nhà Sách B?ch ??ng Phan V?n H?n | Facebook,"560 ?. Quang Trung, P. Tân S?n, Thanh Hóa, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=466223909521096,['Công viên xe dã ngo?i'],https://www.facebook.com/NhasachBachDang.PhanVanHon/posts/-vui-ch%C6%A1i-th%E1%BA%A3-ga-ti%E1%BA%BFt-ki%E1%BB%87m-50-khu-vui-ch%C6%A1i-thi%E1%BA%BFu-nhi-b%E1%BA%A1ch-%C4%91%E1%BA%B1ng-h%C3%A8-%C4%91%C3%A3-tr%C3%B4i-%C4%91i-m%E1%BB%99t/466223932854427/,
Thanh Hóa,Công viên H?i An,4.2,CÔNG VIÊN H?I AN,"RQ5M+57V, Lam S?n, Thanh Hóa, Vi?t Nam",https://tpthanhhoa.thanhhoa.gov.vn/file/thumb/500/635316362.jpg,['Công viên'],https://tpthanhhoa.thanhhoa.gov.vn/web/gioi-thieu-chung/gioi-thieu/di-tich-danh-thang/cong-vien-hoi-an(1).html,
Thanh Hóa,Khu vui ch?i Happy Kids,4,Profile for HAPPY KIDS - Khu Vui Ch?i Gi?i Trí,"RQ6F+VJJ, Co.opMart, P. ?i?n Biên, Thanh Hóa, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=377273391897694,['Sân ch?i'],https://www.facebook.com/people/HAPPY-KIDS-Khu-Vui-Ch%C6%A1i-Gi%E1%BA%A3i-Tr%C3%AD/100088451094533/,
Thanh Hóa,Qu?ng tr??ng Lam S?n,4.4,Qu?ng tr??ng l?n nh?t t?i Thanh Hóa xu?ng c?p nghiêm tr?ng | Báo Dân trí,"P. ?ông Th?, Thanh Hóa, Vi?t Nam",https://cdnphoto.dantri.com.vn/MxVmVb4DWXn-eCwzjyPn9rtqz0k=/thumb_w/1920/2023/07/07/a1-edited-1688718170959.jpeg,['Công viên'],https://dantri.com.vn/xa-hoi/quang-truong-lon-nhat-tai-thanh-hoa-xuong-cap-nghiem-trong-20230707160235645.htm,
Thanh Hóa,Khu vui ch?i tr? em Baby shark,4.6,Profile for Khu Vui Ch?i Tr? Em BaBy Shark 2-V?nh H?ng-LA,"Khu ph? 2, Thanh Hóa, 40140, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100092305893448,"['Công viên gi?i trí', 'Công viên xe dã ngo?i']",https://m.facebook.com/pages/Khu-Vui-Ch%C6%A1i-Tr%E1%BA%BB-Em-BaBy-Shark-2-V%C4%A9nh-H%C6%B0ng-LA/106845432395930,
Thanh Hóa,??ng Tiên S?n,4.1,Vietnam's Tien Son Cave upgrade · Asian Trails,"VQ2H+RWC, ??ng, Tiên S?n, P. Hàm R?ng, Thanh Hóa, Vi?t Nam",https://asiantrails.b-cdn.net/wp-content/uploads/2024/01/pexels-do-xuan-hanh-4732409-scaled-e1704707253285.jpg,['?i?m thu hút khách du l?ch'],https://www.asiantrails.travel/latest-news/vietnams-tien-son-cave-upgrade/,
Thanh Hóa,Trung tâm Th? Thao SUN SPORT,4.2,Tr?i nghi?m b? b?i Oympic hi?n ??i nh?t Vi?t Nam t?i tp Thanh Hóa! | ??????  V?i t?ng di?n tích 1500m2 ???c chia thành hai b? l?n nh?. B? l?n v?i 10,"QQPM+P76, Lô CX TDTT, Khu ?ô th? Nam, Tp., Thanh Hóa, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=344899643158073&get_thumbnail=1,['T? h?p th? thao'],https://www.facebook.com/sunsportcomplex/videos/tr%E1%BA%A3i-nghi%E1%BB%87m-b%E1%BB%83-b%C6%A1i-oympic-hi%E1%BB%87n-%C4%91%E1%BA%A1i-nh%E1%BA%A5t-vi%E1%BB%87t-nam-t%E1%BA%A1i-tp-thanh-h%C3%B3a/344899643158073/?locale=ur_PK,
Thanh Hóa,B?o tàng c? v?t Hoàng Long,4.3,B?o Tàng C? V?t Hoàng Long N?i L?u gi? và phát huy giá tr? di s?n V?n  Hóa/ông Hoàng v?n Thông,"RQ2V+H7H, ?ông H?ng, Thanh Hóa, Vi?t Nam",https://nguonviet.com.vn/upload/images/221bf22a317eca20936f(3).jpg,"['B?o tàng', '?i?m thu hút khách du l?ch']",https://nguonviet.com.vn/bao-tang-co-vat-hoang-long-noi-luu-giu-va-phat-huy-gia-tri-di-san-van-hoa.html,
Thanh Hóa,Công viên B? V? - TP Thanh Hóa,4.6,Công viên B? V? tr??c ngày hoàn thi?n,"QQMM+4H3, Lê Hi?n Tông, ?ông V?, Thanh Hóa, Vi?t Nam",https://vhds.baothanhhoa.vn/thumbnail/news/cong-vien-bo-ve-truoc-ngay-hoan-thien-di2147d202d3105055t52045l0.jpg,['Công viên'],https://vhds.baothanhhoa.vn/cong-vien-bo-ve-truoc-ngay-hoan-thien-21886.htm,
Thanh Hóa,Nhà Hát Lam S?n,4.4,??????? ??????? ???? ??????? ????????? ?????? ??????? ???? ????????  ????????? ?????? '????????? ???????? ????????? ?????????? ?????????  ?????????? ??????? ????????' ???????? ??????? ????? “????????? ??????????  ?????????? ?????? – ??? ????????? ...,"22 Phan Chu Trinh, P. ?i?n Biên, Thanh Hóa, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=1014452970688227,['Nhà hát Opera'],https://www.facebook.com/NhaHatCMKLamSon/posts/%F0%9D%90%8D%F0%9D%90%A1%F0%9D%90%9A%CC%80-%F0%9D%90%A1%F0%9D%90%9A%CC%81%F0%9D%90%AD-%F0%9D%90%82%F0%9D%90%9A-%F0%9D%90%A6%F0%9D%90%AE%CC%81%F0%9D%90%9A-%F0%9D%90%8A%F0%9D%90%A2%CC%A3%F0%9D%90%9C%F0%9D%90%A1-%F0%9D%90%8B%F0%9D%90%9A%F0%9D%90%A6-%F0%9D%90%92%F0%9D%90%A8%CC%9B%F0%9D%90%A7-%C4%91%F0%9D%90%9A%CC%83-%F0%9D%90%AC%F0%9D%90%9A%CC%86%CC%83%F0%9D%90%A7-%F0%9D%90%AC%F0%9D%90%9A%CC%80%F0%9D%90%A7%F0%9D%90%A0-%F0%9D%90%9C%F0%9D%90%A1%F0%9D%90%A8-%F0%9D%90%8B%F0%9D%90%A2%F0%9D%90%9E%CC%82%F0%9D%90%A7-%F0%9D%90%A1%F0%9D%90%A8%F0%9D%90%9A%F0%9D%90%A7-%F0%9D%90%8F%F0%9D%90%A1%F0%9D%90%9A%CC%81%F0%9D%90%AD-%F0%9D%90%AD%F0%9D%90%A1%F0%9D%90%9A%F0%9D%90%A7%F0%9D%90%A1-%F0%9D%90%AD%F0%9D%90%A8%F0%9D%90%9A%CC%80/1014451814021676/,
Thanh Hóa,Khu Vui Ch?i Gi?i Trí Thiên Th?n,3.8,Nhi?u ?i?m nh?n m?i trong ho?t ??ng vui ch?i gi?i trí t?i thành ph? Hà T?nh,"109 Nguy?n V?n Tr?i, Khu ph? H?ng Thông, S?m S?n, Thanh Hóa, Vi?t Nam",https://imgchinhsachcuocsong.vnanet.vn/MediaUpload/Org/2023/04/28/184437-vna_potal_pho_am_thuc_-_diem_nhan_moi_cho_hoat_dong_vui_choi_giai_tri_tai_thanh_pho_ha_tinh_stand.jpg,['Trung tâm vui ch?i dành cho tr? em'],https://chinhsachcuocsong.vnanet.vn/nhieu-diem-nhan-moi-trong-hoat-dong-vui-choi-giai-tri-tai-thanh-pho-ha-tinh/17243.html,
Thanh Hóa,??ng Long Quang,4,Hang M?t R?ng Thanh Hóa - Khám phá ?i?m ??n ??y huy?n bí ? Thanh,"P. Hàm R?ng, Thanh Hóa, 40000, Vi?t Nam",https://gcs.tripi.vn/public-tripi/tripi-feed/img/472187peW/hang-mat-rong-thanh-hoa-kham-pha-diem-den-day-huyen-bi-o-thanh,['?i?m thu hút khách du l?ch'],https://mytour.vn/vi/blog/bai-viet/hang-mat-rong-thanh-hoa-kham-pha-diem-den-day-huyen-bi-o-thanh.html,
Thanh Hóa,Beta Thanh Hóa,4.1,"Beta Thanh Xuân, Hà N?i","TTTM, 27-29 ??i l? Lê L?i, P. Lam S?n, Thanh Hóa, Vi?t Nam",https://files.betacorp.vn/media/images/2024/04/05/f03ec357-4c2a-4618-bca3-c81e6dc7f38f-145111-050424-90.jpeg,['R?p chi?u phim'],https://www.betacinemas.vn/thong-tin-rap/beta-thanh-xuan.htm,
Thanh Hóa,Thi?n vi?n Trúc Lâm Hàm R?ng,4.6,THI?N VI?N TRÚC LÂM HÀM R?NG,"???ng C4, P. Hàm R?ng, Thanh Hóa, Vi?t Nam",https://tpthanhhoa.thanhhoa.gov.vn/file/thumb/500/635316334.jpg,"['Chùa ph?t giáo', '?i?m thu hút khách du l?ch']",https://tpthanhhoa.thanhhoa.gov.vn/web/trang-chu/gioi-thieu/di-tich-danh-thang/thien-vien-truc-lam-ham-rong(1).html,
Thanh Hóa,R?p chi?u phim Lotte Cinema Thanh Hóa,3.9,"Khai tr??ng 3 Vincom m?i t?i Thanh Hóa, Lâm ??ng và Long An | Báo Pháp Lu?t  TP. H? Chí Minh","Vincom Plaza, ???ng ?. Tr?n Phú, P. ?i?n Biên, Thanh Hóa, Vi?t Nam",https://image.plo.vn/w1000/Uploaded/2025/mrnvyqdxl/2018_04_28/khai-truong-ba-vincom-5_KCWN.jpg.webp,['R?p chi?u phim'],https://plo.vn/khai-truong-3-vincom-moi-tai-thanh-hoa-lam-dong-va-long-an-post480421.html,
Thanh Hóa,Khu vui ch?i gi?i trí S?m S?n VICTORY,3.6,Khách s?n Sun S?m S?n Thanh Hoá,"4 Bà Tri?u, P. B?c S?n, S?m S?n, Thanh Hóa, Vi?t Nam",https://sunhotel.com.vn/wp-content/uploads/2022/11/Cong-vien-victory-sam-son-2.jpg,"['Công viên xe dã ngo?i', 'Trung tâm vui ch?i gi?i trí', 'Công viên gi?i trí', 'Trung tâm ch?i súng s?n']",https://sunhotel.com.vn/gia-ve-cong-vien-khu-vui-choi-sam-son/,
Th?a Thiên Hu?,Công viên Lê L?i,4.6,Công viên 3-2 thiên nhiên gi?a lòng thành ph?,"5 Hà N?i, V?nh Ninh, Hu?, Thành ph? Hu?, Vi?t Nam",http://visithue.vn/Portals/0/Users/026/26/26/Khu%20t%E1%BA%ADp%20trung%20nh%E1%BA%A3y%20m%C3%BAa%20c%E1%BB%A7a%20sinh%20vi%C3%AAn%20tr%C6%B0%E1%BB%9Bc%20s%C3%A2n%20nh%C3%A0%20%E2%80%9C%20K%C3%A8n%E2%80%9D.%2014.jpg,"['?i?m thu hút khách du l?ch', 'Công viên']",http://visithue.vn/Kham-pha-Hue/Chi-tiet?pid=607&cid=137&Cong-vien-3-2-thien-nhien-giua-long-thanh-pho.html,
Th?a Thiên Hu?,Khu vui ch?i c?m giác m?nh Cung V?n Hoá Thi?u Nhi,3.9,?? ch?i c?m giác m?nh,"8 Lê L?i, V?nh Ninh, Hu?, Thành ph? Hu?, Vi?t Nam",https://pic.trangvangvietnam.com/pics_low/395698851/cv5.jpg,['Sân ch?i'],https://www.yellowpages.vn/tgcls/70488755/%C4%91%E1%BB%93-ch%C6%A1i-c%E1%BA%A3m-gi%C3%A1c-m%E1%BA%A1nh.html?j=6,
Th?a Thiên Hu?,Công viên 3 Tháng 2,4.3,Công viên 3-2 thiên nhiên gi?a lòng thành ph?,"FH9R+65V, Lê L?i, Phú Nhu?n, Hu?, Thành ph? Hu?, Vi?t Nam",http://visithue.vn/Portals/0/Users/026/26/26/Khu%20t%E1%BA%ADp%20trung%20nh%E1%BA%A3y%20m%C3%BAa%20c%E1%BB%A7a%20sinh%20vi%C3%AAn%20tr%C6%B0%E1%BB%9Bc%20s%C3%A2n%20nh%C3%A0%20%E2%80%9C%20K%C3%A8n%E2%80%9D.%2014.jpg,"['?i?m thu hút khách du l?ch', 'Công viên']",http://visithue.vn/Kham-pha-Hue/Chi-tiet?pid=607&cid=137&Cong-vien-3-2-thien-nhien-giua-long-thanh-pho.html,
Th?a Thiên Hu?,Nhà v??n An Hiên,4,Tìm v? chút h??ng x?a t?i nhà v??n An Hiên - Ch?n bình yên x? Hu?,"58 Nguy?n Phúc Nguyên, H??ng Long, Hu?, Thành ph? Hu?, Vi?t Nam",https://mia.vn/media/uploads/blog-du-lich/tim-ve-chut-huong-xua-tai-nha-vuon-an-hien-chon-binh-yen-xu-hue-1638436430.jpg,['?i?m thu hút khách du l?ch'],https://mia.vn/cam-nang-du-lich/tim-ve-chut-huong-xua-tai-nha-vuon-an-hien-chon-binh-yen-xu-hue-2437,
Th?a Thiên Hu?,H? Quy?n,4.1,Ho Quyen Hue - 200-year-old arena in Vietnam,"373 Bùi Th? Xuân, Ph??ng ?úc, Hu?, Thành ph? Hu?, Vi?t Nam",https://luhanhvietnam.com.vn/du-lich/vnt_upload/news/09_2023/di_tich_ho_quyen_hue_X.jpg,"['?i?m thu hút khách du l?ch', '?i?m m?c l?ch s?']",https://threeland.com/blogs/ho-quyen-200-year-old-arena-in-hue,
Th?a Thiên Hu?,K? ?ài,4.6,K? ?ài - N?i ghi d?u nh?ng s? ki?n l?ch s? quan tr?ng c?a ??t n??c ? C? ?ô,"FH8J+G47, Thu?n Hoà, Hu?, Thành ph? Hu?, Vi?t Nam",https://mia.vn/media/uploads/blog-du-lich/ky-dai-noi-ghi-dau-nhung-su-kien-lich-su-quan-trong-cua-dat-nuoc-o-co-do-02-1638005997.jpg,['?i?m thu hút khách du l?ch'],https://mia.vn/cam-nang-du-lich/ky-dai-noi-ghi-dau-nhung-su-kien-lich-su-quan-trong-cua-dat-nuoc-o-co-do-2296,
Th?a Thiên Hu?,Khu vui ch?i - cafe Aladdin,4.3,Profile for Coffee Thanh Hoà - Khu vui ch?i tr? em ?ôrêmon,"45 ???ng Th?ch Hãn, Thu?n Hoà, Hu?, Thành ph? Hu?, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=100064555793894,['Trung tâm vui ch?i dành cho tr? em'],https://www.facebook.com/p/Coffee-Thanh-Ho%C3%A0-Khu-vui-ch%C6%A1i-tr%E1%BA%BB-em-%C4%90%C3%B4r%C3%AAmon-100064555793894/,
Th?a Thiên Hu?,Phu V?n Lâu,4.6,Phu V?n lâu – Wikipedia ti?ng Vi?t,"FH8J+59V, Lê Du?n, Phú Thuân, Hu?, Thành ph? Hu?, Vi?t Nam",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Phu_V%C4%83n_L%C3%A2u_%2803-10-17%29_I.jpg/1200px-Phu_V%C4%83n_L%C3%A2u_%2803-10-17%29_I.jpg,"['?i?m thu hút khách du l?ch', '??a ?i?m l?ch s?']",https://vi.wikipedia.org/wiki/Phu_V%C4%83n_l%C3%A2u,
Th?a Thiên Hu?,Làng H??ng Thu? Xuân,4.2,Làng h??ng Th?y Xuân - Làng ngh? 700 n?m tu?i gi?a c? ?ô - Saco Travel,"62 Huy?n Trân Công Chúa, Th?y Xuân, Hu?, Thành ph? Hu?, Vi?t Nam",https://sacotravel.com/wp-content/uploads/2023/07/Lang-huong-Thuy-Xuan3.jpg,['?i?m thu hút khách du l?ch'],https://sacotravel.com/cam-nang-du-lich/lang-huong-thuy-xuan-lang-nghe-700-nam-tuoi-giua-co-do.html,
Th?a Thiên Hu?,???ng ?i b? Hai Bà Tr?ng,4.4,"Tin t?c, hình ?nh, video clip m?i nh?t v? PH? ?I B? HAI BÀ TR?NG","FH6Q+8M5, Hai Bà Tr?ng, V?nh Ninh, Hu?, Thành ph? Hu?, Vi?t Nam",https://ddk.1cdn.vn/thumbs/900x600/2022/12/24/image.daidoanket.vn-images-upload-quocn-12242022-_z3968404212897_9ca43b52db38fee9006e8663909022d8.jpg,"['?i?m thu hút khách du l?ch', 'Khu v?c ?i b?']",https://daidoanket.vn/pho-di-bo-hai-ba-trung-ptag.html,
Th?a Thiên Hu?,V??n C? H?,4.6,V??n C? H? trong kinh thành Hu? | Du L?ch Hu?,"FH9H+9CQ, ?oàn Th? ?i?m, Phú H?u, Hu?, Thành ph? Hu?, Vi?t Nam",https://dulichhue.biz/wp-content/uploads/2019/12/vuon-co-ha-04.jpeg,"['?i?m thu hút khách du l?ch', 'Công viên']",https://dulichhue.biz/vuon-co-ha-trong-kinh-thanh-hue.html,
Th?a Thiên Hu?,H? L?u Khiêm,4.4,Lý do chi 100 t? ??ng trùng tu l?ng vua T? ??c ? Hu?,"8 ?oàn Nh? H?i, Th?y Xuân, Hu?, Thành ph? Hu?, Vi?t Nam",https://media-cdn-v2.laodong.vn/storage/newsportal/2024/8/12/1379747/Trung-Tu-11.jpg,['?i?m thu hút khách du l?ch'],https://laodong.vn/photo/ly-do-chi-100-ti-dong-trung-tu-lang-vua-tu-duc-o-hue-1379747.ldo,
Th?a Thiên Hu?,Thái Bình Lâu,4.5,"Khám phá Thái Bình Lâu - n?i vua ngh? ng?i, ng?m c?nh | Báo Dân trí","FHCH+73Q, ?oàn Th? ?i?m, Phú H?u, Hu?, Thành ph? Hu?, Vi?t Nam",https://icdn.dantri.com.vn/SccccccccccccppyEruioPh1YJcccc/Image/2015/04/26316-ad9f0.jpg,"['?i?m thu hút khách du l?ch', '??a ?i?m l?ch s?', '?i?m m?c l?ch s?']",https://dantri.com.vn/van-hoa/kham-pha-thai-binh-lau-noi-vua-nghi-ngoi-ngam-canh-1428020936.htm,
Th?a Thiên Hu?,Cung An ??nh,4.5,Cung An ??nh,"179 Phan ?ình Phùng, Phú Nhu?n, Hu?, Thành ph? Hu?, Vi?t Nam",https://imagevietnam.vnanet.vn//MediaUpload/Org/2022/07/14/cong-chinh14-14-17-21.jpg,['?i?m thu hút khách du l?ch'],https://vietnam.vnanet.vn/vietnamese/tin-tuc/cung-an-dinh-303341.html,
Th?a Thiên Hu?,Chùa T? Hi?u,4.8,Thuy?t minh v? chùa T? Hi?u: Ki?n Trúc + S? Tích C?a Chùa,"CHP9+HVR, Duong Xuan Thuong III village, Th?y Xuân, Hu?, Thành ph? Hu?, Vi?t Nam",https://dulichconvoi.com/wp-content/uploads/2023/09/word-image-8474-1.jpeg,"['?i?m thu hút khách du l?ch', 'Chùa ph?t giáo']",https://dulichconvoi.com/chua-tu-hieu-o-dau/,
Th?a Thiên Hu?,L?u T? Ph??ng Vô S?,4.4,,"??ng Thái Thân, Phú H?u, Hu?, Thành ph? Hu?, Vi?t Nam",https://lh5.googleusercontent.com/p/AF1QipN-pgUMdN-ejoh6p0LZQlaEII5-UdDzrANQ2dAe=w163-h92-k-no,"['?i?m thu hút khách du l?ch', 'B?o tàng di s?n']",,
Th?a Thiên Hu?,Hoàng Thành Hu?,4.5,Khám phá d?u ?n l?ch s? c? ?ô ??i N?i Hu? - Hoàng thành Hu?,"Phú H?u, Hu?, Thành ph? Hu?, Vi?t Nam",https://cdn.tgdd.vn/Files/2022/03/25/1422359/kham-pha-dau-an-lich-su-co-do-dai-noi-hue-hoang-thanh-hue-202203251505053116.jpg,"['?i?m thu hút khách du l?ch', '?i?m m?c v?n hóa']",https://www.bachhoaxanh.com/kinh-nghiem-hay/kham-pha-dau-an-lich-su-co-do-dai-noi-hue-hoang-thanh-hue-1422359,
Th?a Thiên Hu?,??i V?ng C?nh,4.6,Lên ??i V?ng C?nh thu tr?n Hu? m?ng m? trong t?m m?t,"102 Huy?n Trân Công Chúa, Th?y Bi?u, Hu?, Thành ph? Hu?, Vi?t Nam",https://ik.imagekit.io/tvlk/blog/2023/07/doi-vong-canh-5.jpg,"['?i?m thu hút khách du l?ch', 'Công viên']",https://www.traveloka.com/vi-vn/explore/destination/doi-vong-canh/251194,
Th?a Thiên Hu?,Chùa Thiên M?,4.5,Chùa Thiên M? - ?i?m ??n n?i ti?ng ? thành ph? Hu? | Báo ?nh Dân t?c và  Mi?n núi,"Hu?, H??ng Hòa, Hu?, Thành ph? Hu? 530000, Vi?t Nam",https://media.dantocmiennui.vn/images/c9bca312d68a4cb9c6013396197925b3b202468c5c41e3d4bf9a9a5792e58d237a65a9d603759a6e284dc701fc4850274ecc132e8c409488478851ec8095a8d1/dc_150909_chuathienmu-1.jpg.webp,"['?i?m thu hút khách du l?ch', 'Chùa ph?t giáo']",https://dantocmiennui.vn/chua-thien-mu-diem-den-noi-tieng-o-thanh-pho-hue-post231275.html,
Th?a Thiên Hu?,C?u v? Th?n công,4.4,"Vì sao ""C?u v? th?n công"" ???c coi là bi?u t??ng s?c m?nh c?a nhà Nguy?n?","FH9J+5FH, P, Hu?, Thành ph? Hu?, Vi?t Nam",https://danviet.mediacdn.vn/296231569849192448/2023/5/28/cuu-vi-than-cong-nha-nguyen-02-1685258999227-16852589993261709434470.jpg,['?i?m thu hút khách du l?ch'],https://danviet.vn/vi-sao-cuu-vi-than-cong-duoc-coi-la-bieu-tuong-suc-manh-cua-nha-nguyen-20230528143447466.htm,
Ti?n Giang,Khu Vui Choi Tu?i Th?n Tiên,4.9,"Khu vui ch?i ""X? S? Th?n Tiên"" c?a Tr??ng m?m non H?a Mi","192a ?. ?oàn Th? Nghi?p, Ph??ng 5, M? Tho, Ti?n Giang, Vi?t Nam",https://mamnonhoami.edu.vn/wp-content/uploads/2014/07/khu-vui-choi-xu-so-than-tien.jpg,['Trung tâm vui ch?i dành cho tr? em'],https://mamnonhoami.edu.vn/thu-vien-anh/khu-vui-choi-xu-so-than-tien-cua-truong-mam-non-hoa-mi.html,
Ti?n Giang,Khu vui ch?i Doraemon,5,17+ Quán Cafe Có Khu Vui Ch?i Tr? Em ? Tây Ninh up NEW,"?p 2, tp, Ti?n Giang, Vi?t Nam",https://thietkekhuvuichoitreem.pro/wp-content/uploads/2021/12/khu-vui-choi-doremon-kids-Tay-Ninh-1.jpg,['Công viên gi?i trí'],https://thietkekhuvuichoitreem.pro/2021/12/29/quan-cafe-co-khu-vui-choi-tre-em-o-tay-ninh-2/,
Ti?n Giang,Vòng xoay Qu?ng tr??ng,4.5,Báo ?p B?c ?i?n t?,"99H8+JCG, QL50, L??ng Hoà L?c, M? Tho, Ti?n Giang, Vi?t Nam",https://baoapbac.vn/dataimages/201911/original/images1566689_Phuong_an2_3.jpg,['?i?m thu hút khách du l?ch'],https://baoapbac.vn/van-hoa-nghe-thuat/201911/lay-y-kien-cua-co-quan-to-chuc-ca-nhan-va-cong-dong-dan-cu-doi-voi-phoi-canh-vong-xoay-hung-vuong-ql50-quang-truong-tinh-tien-giang-879972/index.htm,
Ti?n Giang,Mãn ?ình H?ng Garden,4.2,Giá vé vào c?ng V??n Hoa mãn ?ình H?ng 2025 – T?ng H?p Giá Vé Tham Quan,"98GC+93C, ?p Ph??c Thu?n, M? Tho, Ti?n Giang, Vi?t Nam",https://giavethamquan.com/wp-content/uploads/2018/11/Vuon-hoa-man-dinh-hong-my-tho-tien-giang-6.jpg,"['Công viên', '?i?m thu hút khách du l?ch']",https://giavethamquan.com/gia-ve-vao-cong-vuon-hoa-man-dinh-hong-2019.html,
Ti?n Giang,V??n cây ki?ng Sáu Vi?n Làng hoa M? Tho,4.1,v??n c?nh An M?c Viên,"M? Phong, M? Tho, Ti?n Giang, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=347739921364957,['V??n th?c v?t'],https://www.facebook.com/groups/1163650434281590/,
Ti?n Giang,Công viên - T?t M?u Thân,4.3,Công Viên T?t M?u Thân TP M? Tho,"9966+F8, Ph??ng 4, Thành ph? M? Tho, Ti?n Giang, Vi?t Nam",https://smarttravel-vr.mobifone.vn/vr-api/uploads/user/6495062c033a205573dd8af6/media/asset/R8KKE9xgSWPmYOkJp8a3.jpg,['Công viên'],https://smarttravel-vr.mobifone.vn/vr-tour/cong-vien-tet-mau-than-tp-my-tho,
Ti?n Giang,Khu du l?ch Th?i S?n,4.3,"Khu du l?ch Cù lao Th?i S?n, C?n Lân Ti?n Giang có gì thú v?","?p Th?i Th?nh, Ti?n Giang, Vi?t Nam",https://mia.vn/media/uploads/blog-du-lich/khu-du-lich-cu-lao-thoi-son-con-lan-tien-giang-co-gi-thu-vi-1650893616.jpg,"['Công viên xe dã ngo?i', '?i?m thu hút khách du l?ch']",https://mia.vn/cam-nang-du-lich/khu-du-lich-cu-lao-thoi-son-con-lan-tien-giang-co-gi-thu-vi-5237,
Trà Vinh,Khu vui ch?i gi?i trí JumBo Kids,5,KHU VUI CH?I TR? EM TRONG NHÀ T?I TRÀ VINH,"6 ?. Nguy?n ?áng, Ph??ng 7, Trà Vinh, Vi?t Nam",https://cdn-img-v2.mybota.vn/uploadv2/web/10/10991/product/2021/01/06/09/41/1609898590_z2258346277760_db04134ba1ba2036411eaa32148ed1eb.jp.jpg,['Sân ch?i'],https://dochoiabc.vn/khu-vui-choi-tre-em-trong-nha-tai-tra-vinh-1-1-2022858.html,
Trà Vinh,Khu vui ch?i tr? em YÊU CON,4.2,TOP 5+ khu vui ch?i tr? em n?i ti?ng t?i t?nh Trà Vinh,"70 M??i Chín Tháng N?m, Ph??ng 1, Trà Vinh, Vi?t Nam",https://thietkekhuvuichoitreem.pro/wp-content/uploads/2022/11/2-17-765x400.jpg,['V?n phòng công ty'],https://thietkekhuvuichoitreem.pro/2022/11/30/top-5-khu-vui-choi-tre-em/,
Trà Vinh,B?o Tàng V?n Hóa Dân T?c Khmer,4.5,Khám phá b?o tàng v?n hóa dân t?c khmer ? Trà Vinh | Viet Fun Travel,"W884+F2C, Nguy?n Du, Ph??ng 8, Trà Vinh, Vi?t Nam",https://www.vietfuntravel.com.vn/image/data/Mien-tay-n/tra-vinh/bao-tang-dan-toc-khmer-tra-vinh-7.jpg,"['B?o tàng ngh? thu?t', '?i?m thu hút khách du l?ch']",https://www.vietfuntravel.com.vn/blog/kham-pha-bao-tang-van-hoa-dan-toc-khmer-tra-vinh.html,
Trà Vinh,Chùa Khmer chùa Âng,4.6,Chùa Âng - chùa Khmer g?n 1.000 n?m tu?i ? Trà Vinh,"L??ng Hoà, Châu Thành, Trà Vinh, Vi?t Nam",https://media.vov.vn/sites/default/files/styles/large/public/2023-10/w-chua-ang-1-2-254.jpg,"['Chùa ph?t giáo', '?i?m thu hút khách du l?ch']",https://vov.vn/du-lich/anh-cua-ban/ngoi-chua-khmer-gan-1000-nam-tuoi-o-tra-vinh-post1056105.vov,
Trà Vinh,Khu Vui Ch?i ?ôraemon,,Profile for KHU VUI CH?I Doremon,"X88W+9CX, Nguy?n T?n Li?ng, v?nh yên, Long ??c, Trà Vinh, Vi?t Nam",https://lookaside.fbsbx.com/lookaside/crawler/media/?media_id=104909831063775,['Sân ch?i'],https://www.facebook.com/TAMPHUCDIEP/,
Trà Vinh,CGV Vincom Trà Vinh,4,Site,"TTTM Vincom Plaza, Khóm 3, Trà Vinh, 940000, Vi?t Nam",https://iguov8nhvyobj.vcdn.cloud/media/site/cache/1/980x415/b58515f018eb873dafa430b6f9ae0c1e/c/g/cgv-vincom-caolanh-1.png,['R?p chi?u phim'],https://www.cgv.vn/default/cinox/site/cgv-vincom-cao-lanh,
Trà Vinh,GO! Trà Vinh,4.2,Siêu th? Go! Trà Vinh t?ng b?ng khánh thành - Ricons,"414 Võ Nguyên Giáp, Ph??ng 7, Trà Vinh, 87000, Vi?t Nam",https://www.ricons.vn/wp-content/uploads/2021/12/dji-0032.jpg,['??i siêu th?'],https://www.ricons.vn/blog/tin-tuc/sieu-thi-go-tra-vinh-tung-bung-khanh-thanh/,
