Province,Title,Rating,Price,Address,Phone,Link,Service,Image,
Qu?ng Tr?,Heo s?a quay - V?t quay lá m?c m?t ??c s?n L?ng S?n - Cháo Gà V?t,4.5,,"41 Tr?n Bình Tr?ng, Ph??ng 2, Qu?ng Tr?, Vietnam",+84 945 350 036,,"[['Delivery', 'Takeout']]",https://lh5.googleusercontent.com/p/AF1QipODQ4xv3OGrLPgC_2Gp9NkDO9GEcnyyxb8D0_-q=w80-h106-k-no,
Qu?ng Tr?,Nhà hàng Th?y Hoa Viên,3.7,$$,"Phan Thành Chung, Ph??ng 1, Qu?ng Tr?, Vietnam",+84 911 236 222,,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPA3b0gWRwojcFUYkQCbH1TjLufSGoYURMG-O3m=w80-h106-k-no,
Qu?ng Tr?,Quán ?n C?m Liên,,,"P5QR+WCF, Lê Du?n, Ph??ng 1, Qu?ng Tr?, Vietnam",+84 933 533 720,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOk2pTyjX1zuMsgN67PnCpLv4MnxKcTc4hQZgwi=w80-h106-k-no,
Qu?ng Tr?,Bánh Canh Cá Lóc,4.5,,"09 hai ba tr?ng th? xã quãng tr?, 9 Hai Bà Tr?ng, Ph??ng 1, Qu?ng Tr?, Vietnam",+84 982 005 123,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO847Ch6IxVpc8w2NAlTGicZc8hDKATQBFJNImT=w122-h92-k-no,
Qu?ng Tr?,Thông T?u Quán,4.1,,"H?i Phú, H?i L?ng, Qu?ng Tr?, Vietnam",+84 914 084 702,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNGtJTRtB98UGdaCjs7f4b1uplrCSq1QXHnU6zb=w80-h106-k-no,
Qu?ng Tr?,Quán C?m Ánh Châu,3.6,"?1–100,000","P6J3+V3W, H?i Th??ng, H?i L?ng, Qu?ng Tr?, Vietnam",+84 912 002 964,,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO-RWX-5uSUzBZw_tdGLf4EKtk3qDXTtejInF3g=w122-h92-k-no,
Qu?ng Tr?,??C S?N QU?NG TR?,5,,"08 Tr?n Quang Kh?i, Ph??ng 5, ?ông Hà, Qu?ng Tr?, Vietnam",+84 947 002 333,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNnY4gLtOLNWVOknjkeLieJa3hRaD4KgNyeS39o=w163-h92-k-no,
Qu?ng Tr?,Cháo v?t Hoàng Lan,4.2,,"63 Lý Th??ng Ki?t, Ph??ng 1, Qu?ng Tr?, Vietnam",+84 941 066 035,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOyzjnMQ6tpgDZNgjuRMRooFcqFhPNrr-FyfQpF=w80-h106-k-no,
Qu?ng Tr?,"??c s?n gà nhà, má hàm n??ng mu?i ?t_Lúa M?i Quán",4.5,,"16 H?i Th??ng Lãn Ông, Ph??ng 5, ?ông Hà, Qu?ng Tr?, Vietnam",,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO8fWFs5TWKIih7Eol1Pa9Nc0jWqjkawqGgdn5K=w122-h92-k-no,
Qu?ng Tr?,??c s?n Lào Vi?t,4.5,,"26 Hu?nh Thúc Kháng, ?ông L?, ?ông Hà, Qu?ng Tr?, Vietnam",,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM73QdxaqyiShHsE_Kp5XUTUJT0NrzOJT9I1aa1=w122-h92-k-no,
Sóc Tr?ng,Pho hang rong,4.1,,"121 Nguy?n V?n Linh, Ph??ng 2, Sóc Tr?ng, Vietnam",+84 299 6263 456,https://www.foody.vn/soc-trang/pho-hang-rong-truong-cong-dinh,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipP3I5z_xY92khSRZDptXruRRt1qr0hMMCBf9fJK=w122-h92-k-no,
Sóc Tr?ng,Quán ?n C??ng Loan,4.5,$$,"101/17 Hùng V??ng, Ph??ng 6, Sóc Tr?ng, Vietnam",+84 299 3826 498,https://quanancuongloan.com/,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPI5kXXeMKmFCBCwlZxn2ohX63jStJEjIvMNGJ9=w122-h92-k-no,
Sóc Tr?ng,Nhà Hàng G?O T? Sóc Tr?ng,4.1,,"305 Nguy?n V?n Linh, Ph??ng 2, Sóc Tr?ng, Vietnam",+84 932 125 859,https://www.facebook.com/gaoterestaurantsoctrang,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMXE2zQEPY3C_hHBuXV9GFvkmseD1gNlvkq_eld=w122-h92-k-no,
Sóc Tr?ng,Qua?n ?n Gia ?i?nh Tha?o Duy,4.1,,"201 Nguy?n ?ình Chi?u, Ph??ng 4, Sóc Tr?ng, Vietnam",+84 948 937 044,http://thaoduy.st.com.vn/,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOdn9NkxNdYJBcwnhkuOFkmqXnFYnRe7913Omxq=w122-h92-k-no,
Sóc Tr?ng,Trà S?a & Mì Cay 3TV Sóc Tr?ng,4.3,"?1–100,000","345 Phú L?i, Ph??ng 2, Sóc Tr?ng, Vietnam",+84 907 168 969,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO9rQTEZ3ZH6MPS3i8HJIna86XkV5qayjREPyaS=w135-h92-k-no,
Sóc Tr?ng,?m Th?c Thanh Th?o,4.3,,"195 M?c ??nh Chi, Ph??ng 4, Sóc Tr?ng, Vietnam",+84 299 3617 627,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPkUyVMJ_l6q1sAYyIVTgSKnD-xUnpeaNq-caB8=w92-h92-k-no,
Sóc Tr?ng,Bún n??c lèo Th?o,4,"?1–100,000","52a Phú L?i, Ph??ng 2, Sóc Tr?ng, Vietnam",+84 837 365 030,,"[['Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM2zhVKZs17lQ5NMADJgplY-zGgRLuI0URlMe1h=w122-h92-k-no,
Sóc Tr?ng,Nhà Hàng H?i S?n Bi?n ?ông Sóc Tr?ng,4,$$$,"243 ???ng Lê Du?n, Ph??ng 3, Sóc Tr?ng, Vietnam",+84 299 3551 552,,"[['Outdoor seating', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMMinOoRCe5VqUB5kTz55QNvoyrZx9GU-1dcDo7=w204-h92-k-no,
Sóc Tr?ng,Làng N??ng Hùng Mai,3.8,,"117, ???ng Nguy?n V?n Linh, Ph??ng 2, Sóc Tr?ng, Vietnam",+84 299 3603 399,,[],https://lh5.googleusercontent.com/p/AF1QipNnvaSM79vQPq3c8KOg2KYXV0KbkrbJRozxzJgc=w80-h106-k-no,
Sóc Tr?ng,Hai Tuong Restaurant Private Enterprise,4.1,,"2 ????ng sô? 6, Ph??ng 4, Sóc Tr?ng, Vietnam",+84 299 3614 247,,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNBZCKZWI9VpGUKnBlvaGiQvo1t6ds-0dhqEd_j=w80-h106-k-no,
Sóc Tr?ng,Quán ?n 68,4.8,"?1–100,000","26-28 ????ng sô? 6, khu ?ô th? 5A, Sóc Tr?ng, Vietnam",+84 918 939 737,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOzwDc3h9nuipxFLrNchmAj-DuJQN51_Jnw6abM=w122-h92-k-no,
Sóc Tr?ng,Nhà Hàng H?ng Ký,3.9,,"1 Hùng V??ng, Ph??ng 6, Sóc Tr?ng, Vietnam",+84 299 3612 034,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOwaqf7FRcfT9gdoIX6Bv4DqOKUMMH72YE5Q05X=w163-h92-k-no,
Sóc Tr?ng,Quán V?n L?i,4.1,,"366 ???ng Lê Du?n, khóm 5, Sóc Tr?ng, Vietnam",+84 299 3501 179,,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN9XuShH4joCN0ko2dbrpRpFWdK8Dn2mn-gXa2G=w189-h92-k-no,
Sóc Tr?ng,Bánh Xèo Cô Mai (??c S?n Sóc Tr?ng),5,,"12/4 ???ng Lê H?ng Phong, Ph??ng 3, Sóc Tr?ng, Vietnam",+84 903 114 894,,[['Takeout']],https://lh5.googleusercontent.com/p/AF1QipMzWiLoeLohf7Ym6BA7teux4xqRVQEytFNwc0sl=w80-h106-k-no,
Sóc Tr?ng,Bún N??c Lèo Cá ??ng Sóc Tr?ng,4.2,"?1–100,000","655 QL1A, Ph??ng 2, Sóc Tr?ng, Vietnam",+84 299 3627 477,http://bunnuocleocadongsoctrang.com/,"[['Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM5417iu_qko2a3ySW90C0CsR2nE6JUQK6dEXxW=w122-h92-k-no,
Sóc Tr?ng,L?u m?m,4.1,,"203 Hùng V??ng, Ph??ng 6, Sóc Tr?ng, Vietnam",+84 299 3821 182,http://www.facebook.com/laumamcaydua,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOziElnQz32KjzrjuOQQE6d-h5ZqcaTxD8Al2sR=w163-h92-k-no,
Sóc Tr?ng,?M TH?C SÂN V??N H?I S?N T&K,4.6,,"308 ???ng Lê Du?n, Ph??ng 9, Sóc Tr?ng, Vietnam",,,"[['Takeout', 'Dine-in']]",,
Sóc Tr?ng,Nhà hàng NGÔI SAO NH?,4.5,,"430 Ph?m Hùng, Ph??ng 8, Sóc Tr?ng, Vietnam",+84 963 170 252,,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOIKorJ7NFWjv54ncmI8YdbZChPDhVvzzDPpT2H=w193-h92-k-no,
Sóc Tr?ng,?m Th?c THANH TH?O 3,3.9,$$,"204 Phú L?i, Ph??ng 2, Sóc Tr?ng, Vietnam",+84 299 3611 119,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNvtoyRTjFKOuFKKI5esl43Ulvvo2jgX-BdL-Zo=w122-h92-k-no,
Sóc Tr?ng,Bún g?i dà,4.8,,"590 Tôn ??c Th?ng, Ph??ng 5, Sóc Tr?ng, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPSExwYZE0UXPqBgtiSzFrAliQXRZBIyC5vt0tC=w163-h92-k-no,
S?n La,Nhà hàng N?m La,4.1,,"Ngõ 04 Hoàng Qu?c Vi?t, P. Quy?t Th?ng, S?n La, Vietnam",+84 904 151 567,,"[['Delivery', 'Drive-through', 'Onsite services', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO9a1IP40YapuINiQoUopaJ5DZr0cvHZuAu7b7Y=w122-h92-k-no,
S?n La,"Bia - L?u, N??ng Lâm T?i",3.9,,"210 Tr??ng Chinh, P. Quy?t Th?ng, S?n La, Vietnam",+84 986 654 841,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPbL2DL5W9OzwJ_cK6J9gpl9FqLvsSJ02KoohEn=w189-h92-k-no,
S?n La,Nhà Hàng Ba?n Co? 1986,4.8,,"8WV7+96H, ???ng B?n C?, P, S?n La, Vietnam",+84 916 271 091,,[None],https://lh5.googleusercontent.com/p/AF1QipMvKudj-vXLnmnV9JiG8FupjI7BMJSKEEVPOgu1=w122-h92-k-no,
S?n La,Nhà Hàng Trâu Tâm ?oàn,3.7,,"385 Tr?n ??ng Ninh, P. Quy?t Tâm, S?n La, Vietnam",+84 984 869 886,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNtdePowhP5nZC-cTzHpS4LUJj-0YrsKvGHSSEa=w163-h92-k-no,
S?n La,Nhà Hàng Su?i H?n,4.2,$$,"172 Tr?n ??ng Ninh, P. Quy?t Tâm, S?n La, Vietnam",+84 212 3799 798,http://facebook.com/@Nhahangsuoihen,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPdd9KlhxCPCDri-Mkdbg-BSM-pScMpwp8W-KCa=w122-h92-k-no,
S?n La,Nhà Hàng Lâm T?i,3.4,,"29 Hoàng Qu?c Vi?t, P. Quy?t Th?ng, S?n La, 361000, Vietnam",,https://www.facebook.com/profile.php?id=61551753662074,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPcJUlcbYozsBN1zzWQixXjyUYZntQ3OmapaTYE=w122-h92-k-no,
S?n La,??c s?n Th?ng c? Vi?t the,4,,"18 Hoàng Qu?c Vi?t, Chi?ng C?i, S?n La, Vietnam",,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNtQkSaUI0DruV-s74gpKcD8Ygb0RciuULpIA8G=w80-h106-k-no,
S?n La,?m Th?c Núi Hài,4.5,,"9W47+3VJ, Chi?ng An, S?n La, Vietnam",+84 836 688 683,https://www.facebook.com/%E1%BA%A8m-Th%E1%BB%B1c-N%C3%BAi-H%C3%A0i-112483097185697,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNsevktRZrUtnOf1AYFHNyddu8fVNsHRx9GPGxn=w122-h92-k-no,
S?n La,Nhà hàng Xuân Nh?,3.6,"?1–100,000","89 Gi?ng L?c, P. Quy?t Th?ng, S?n La, Vietnam",+84 919 719 893,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM0xqzoBhtgw5ngwlPk-S8xj-yQyCX6twUHWBzG=w80-h106-k-no,
S?n La,Nhà Hàng Ph? Núi S?n La,3.9,,"Elite Hill, Khu ?ô th?, Nguy?n V?n Linh, Ba?n coong no?i, S?n La, Vietnam",+84 904 886 226,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPE_YsdlHX2R1hWXsPly6DfYt0FtWNi9irv_hD3=w122-h92-k-no,
S?n La,Nhà Hàng H?i Viên S?n La,4.1,$$,"16-18 Gi?ng L?c, P. Quy?t Th?ng, S?n La, Vietnam",+84 936 818 080,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMomGE5mb-pT739ZZJgjt7iaadU7iFl-aHn6mgY=w163-h92-k-no,
S?n La,Nhà Hàng Ng?c S?n,3.8,,"Hoàng Qu?c Vi?t, Chi?ng C?i, S?n La, Vietnam",+84 976 228 412,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMs1wAPmHJdbYMsn2EvRQQMuxU2AN7jgUWR_3pW=w123-h92-k-no,
S?n La,Nhà Hàng D?ng Hùng,3.8,,"Cu?i ???ng, Hoàng Qu?c Vi?t, Chi?ng C?i, S?n La, 34000, Vietnam",+84 942 148 282,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipM9lYZZodRgH2GJBfsQXmurXdgxRQXzF9aigzst=w122-h92-k-no,
S?n La,V?t B?n Chi?ng Mai,4.4,,"377 Tr?n ??ng Ninh, P. Quy?t Tâm, S?n La, 360000, Vietnam",+84 969 326 626,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMo-aS98m94TQ4tNyCTqkWMUA11D0xvwL2Bxauk=w122-h92-k-no,
S?n La,Quán Côn Trùng Tây B?c,3.8,,"8WF9+6GF, P. Quy?t Th?ng, S?n La, Vietnam",+84 978 872 169,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPdjr8e3KQqL3P1XcqXEKzHfiScuCop3rmSPDmw=w80-h160-k-no,
S?n La,Quán C?m Bà Trong,3.9,"?1–100,000","8WF9+QCP, P. Quy?t Th?ng, S?n La, Vietnam",+84 378 722 973,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMIoAAPgdBNlISGwwDvjBx4zKSd-ILnGV61uTp5=w163-h92-k-no,
S?n La,Nhà Hàng H?i Tình,3.6,,"36Tr??ng Chinh, P. Quy?t Th?ng, S?n La, Vietnam",+84 972 339 787,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNtz1spg2LRfx2dzRuQ_J9zEOVEvVuUIiNiEdmo=w163-h92-k-no,
S?n La,?n v?t - n??c ép hoa qu? ( fast food on fruit juice ),5,,"33 Gi?ng L?c, P. Quy?t Th?ng, S?n La, Vietnam",+84 968 133 929,,[['Takeout']],https://lh5.googleusercontent.com/p/AF1QipM1iqQZjQdkgfJ56f4fmk_VS10Yha3PprXVj57k=w122-h92-k-no,
S?n La,Quán C?m Thúy,3.7,,"12 ?. 3-2, P. Quy?t Th?ng, S?n La, Vietnam",+84 978 872 169,,[None],https://lh5.googleusercontent.com/p/AF1QipNjFe-7khjP2NkB0w8oY9Kzogi6o8bE15vWZh3N=w163-h92-k-no,
S?n La,Nhà Hàng Hoa Ban Tây B?c,4.1,,"8W3R+8JW, Chi?ng Sinh, S?n La, Vietnam",+84 984 059 525,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOivLcmdKjeqFSzf_xRcxjKF6jT8VgEf8Nuziw4=w204-h92-k-no,
Tây Ninh,Quán ?n Thu Hi?n,4.9,"?1–100,000","51 ?T784, Bàu N?ng, D??ng Minh Châu, Tây Ninh, Vietnam",+84 903 133 116,,"[['Curbside pickup', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMKzNU8dT1xxG9mO-Sp3dNTTr8rSOUsbattDaOH=w163-h92-k-no,
Tây Ninh,BÁNH TRÁNG TR?N NGON NH?T TÂY NINH - ??C S?N TÂY NINH - ?AN VINH OFFICIAL,4.9,"?1–100,000","h?m 12 Thuy?n, Hi?p Th?nh, Tây Ninh, 84000, Vietnam",+84 708 052 757,,"[['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout']]",https://lh5.googleusercontent.com/p/AF1QipM9iMfob4VWhWQ7qBiZ8Lc8t2PpaUsgJGUimNrQ=w105-h92-k-no,
Tây Ninh,H?i ??o Sinh Thái,4.1,,"55 Nguy?n H?u Th?, Hi?p Th?nh, Tây Ninh, 80000, Vietnam",+84 978 203 839,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMVO-1zfPEi6r2aZIqmPFeSqBIYachasYstzeoZ=w138-h92-k-no,
Tây Ninh,Quán ?n Ng?c Châu,4.9,"?1–100,000","244A TL 784, Kp Ninh Ngh?a, P, Tây Ninh, Vietnam",+84 834 585 239,,[None],https://lh5.googleusercontent.com/p/AF1QipNRmhLb7HrvKdWBSpVOaUm86RE57WZOQpZHm98-=w80-h106-k-no,
Tây Ninh,Quán ?n 10 Nu,4,,"Ninh Th?nh, Tây Ninh, Vietnam",+84 916 847 458,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOoSxbTbdAHbF_Qf64eVARy705mIaj8603wqH-S=w122-h92-k-no,
Tây Ninh,Quán ?n V?t Super Dream,4.8,"?1–100,000","9a Tr??ng Tùng Quân, Khu ph? 1, Tây Ninh, Vietnam",+84 933 221 292,http://facebook.com/anvatsuperdream,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPjZWE_G8b5YYMuC2XctByA1Sfdu9-nJOrCv71s=w122-h92-k-no,
Tây Ninh,Quán ?n S??ng Trang | Chân Núi Bà Tây Ninh,3.5,"?1–100,000","24 B?i L?i, Ninh Phú, Tây Ninh, 84000, Vietnam",+84 976 206 419,,[None],https://lh5.googleusercontent.com/p/AF1QipP5FCWFGv6Rx_6ETh2Udn39hdSulsP23hhzuBp4=w123-h92-k-no,
Tây Ninh,Quán nh?u ??ng Quê,4,,"84G8+347, Hi?p Th?nh, Tây Ninh, Vietnam",+84 972 621 065,,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOAIt2rM2p-G5UhuVnWStQSg811QN2eUGhxAg06=w122-h92-k-no,
Tây Ninh,Quán Ph??ng Hi?u,3.8,"?1–100,000","4 Vòng quanh khu du l?ch Núi Bà, Th?nh Tân, Tây Ninh, Vietnam",+84 986 204 831,,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPBOm8ZeP4evyhxlLwSPEJdkMZW3cSGjg643yer=w122-h92-k-no,
Tây Ninh,?c núi Bà ?en,4.3,,"957Q+48F, Phan, D??ng Minh Châu, Tây Ninh, Vietnam",+84 907 573 429,,"[['Outdoor seating', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNED_6WUkPGzlDvzGs8GG2qAK53BLLJPpliZEVe=w122-h92-k-no,
Tây Ninh,Quán ?n ??ng Quê,3.8,,"???ng s? 03 B?i L?i, Ninh Th?nh, Tây Ninh, Vietnam",+84 359 331 413,,"[['Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipP4PSVnGS5tXNPYluIoEojQjA0tnSPeloeDxW8q=w122-h92-k-no,
Tây Ninh,Quán ?n Cô Nga ??i Xanh,4.6,,"957J+QP3, B?i L?i/2 xã Phan - núi Bà, ?p, D??ng Minh Châu, Tây Ninh 840000, Vietnam",+84 969 776 700,https://www.facebook.com/profile.php?id=100063558607734&mibextid=LQQJ4d,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipP-oHntF7ANDCS6qOIp-cT2G6npmiwmsxe4ipRq=w114-h92-k-no,
Tây Ninh,Quán Bánh Canh - Bánh Tráng Tr?ng Bàng Ba Tr??ng,4.8,"?1–100,000","192 Nguy?n Chí Thanh, Ph??ng 3, Tây Ninh, 70000, Vietnam",+84 909 595 782,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN_BoTtwzgpCJHf4ExRxRQSqHGBObTn8f5pPoB8=w122-h92-k-no,
Tây Ninh,?m th?c sinh thái Ph??c L?c Duyên,3.8,"?1–100,000","482 ?i?n Biên Ph?, Hi?p Ninh, Tây Ninh, Vietnam",+84 912 150 552,http://facebook.com/@thuanchayphuoclacduyen,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPs3ArJs_mIee1dQHupVQABaZQktloMbQcKSTD5=w122-h92-k-no,
Tây Ninh,SalaTayninh Restaurant,4.6,,"141 ???ng L?, Chánh Môn A, Ph??ng 4, Tây Ninh, Vietnam",+84 913 955 583,http://salatani.vn/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPmnGl2SVbBYcxR3KN2SY9n8sOkniPwkh6z5sk6=w132-h92-k-no,
Tây Ninh,?m th?c Nhà Lá,4.5,,"85F9+2X5, Bàu N?ng, D??ng Minh Châu, Tây Ninh, Vietnam",+84 828 785 785,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPLvlxGJzRp5VOgC8OA3oEvxvOZJW7R75ep-riu=w122-h92-k-no,
Tây Ninh,Bò Tây Ninh - Nón Lá,4.1,,"255 Nguy?n Chí Thanh, Ph??ng 3, Tây Ninh, 80000, Vietnam",+84 837 452 333,,"[['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipOdeZIHeA7Zo259ypOw32jDSB4MQkI11QfXXjq2=w138-h92-k-no,
Tây Ninh,Gà n??ng Nhà Sàn,4,,"Tr??ng Chinh, Ninh l?i, Tây Ninh, Vietnam",+84 988 414 882,,"[['Outdoor seating', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNWkTGxzRPItsv5hd9eDJV6ZquEtOT87HoeHDfr=w80-h106-k-no,
Tây Ninh,H?i S?n L??i Bi?n- Long Quân seafood,4,,"S? 10 Nguy?n V?n B?ch, Ph??ng 3, Tây Ninh, 84000, Vietnam",+84 971 625 757,,"[['Outdoor seating', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMk8IT76OaieHb1bqvvqgw0bcheZ6Rim043FVio=w122-h92-k-no,
Tây Ninh,Nhà hàng C?m Niêu 242,4.3,,"426 ???ng 30 tháng 4, Khu ph? 1, Tây Ninh, Vietnam",+84 982 171 721,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipPcCj1F6pJVsH6EYbjEBaVM8xZSq1Ap2hTbJarV=w163-h92-k-no,
Thái Bình,?n ?êm Thái Bình,4.8,,"C8XV+FP8, P. Hai Bà Tr?ng, P. Lê H?ng, V? Th?, Thái Bình, Vietnam",+84 375 193 789,,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipN4puzxjwDpvR1Ama2z6_1VQ6h8pep48bj_NyCn=w92-h92-k-no,
Thái Bình,Nhà hàng các món ?n dân t?c Xuân ??nh,4.5,,"C8VP+V69, P. ?? Thám, Thái Bình, Vietnam",+84 227 3835 236,http://xuandinh.ekipvn.com/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipNewwUhjnjpgXu4Zr0GYJXm2YN70cYVTPvWf-3q=w92-h92-k-no,
Thái Bình,L?u N?m Hoàng Ph? - TP. Thái Bình,4.2,,"680 Lê Thánh Tông, Tr?n H?ng, Thái Bình, Vietnam",+84 918 968 558,http://launamhoangpho.vn/,"[['Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipO1aHr_UqmcTvDNI2YuUMkK3uGfT3VGWh9IPLhe=w122-h92-k-no,
Thái Bình,?c Thanh - Thái Bình - ?c & H?i S?n,5,,"Sân Bóng Chùa Ti?n, P. Quan Trung, Thái Bình, Vietnam",+84 981 993 158,,"[['Curbside pickup', 'Delivery', 'Drive-through', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMpeiS0Lx8Vmplh5wgq3BaEqPKAbjRMKfZtZAMm=w80-h106-k-no,
Thái Bình,Ng?c Th?ch Quán,4.4,"?1–100,000","121 D?c ?en, Tr?n Lâm, Thái Bình, Vietnam",+84 362 943 456,http://facebook.com/ngocthachquanthaibinh,"[['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in']]",https://lh5.googleusercontent.com/p/AF1QipMAUH8SuSVtPn9xOTrqM3_dFP3UDSxDzw2ofxb1=w122-h92-k-no,
